Papel;EV/EBIT;P/VP;Div.Yield;Liq.2meses
ABCB4;0,00;0,81;0,0893;7853450,00
COGN3;5,27;0,49;0,0203;84068000,00
BGIP3;0,00;0,80;0,0793;10097,20
BPIA3;0,00;1,06;0;0,00
DSUL3;1,27;0,97;0;0,00
ETER3;10,59;0,32;0,0207;420590,00
CEPE6;8,02;1,51;0;0,00
RNPT4;56,05;0,39;0;0,00
CAMB3;4,30;1,30;0,0993;260950,00
RNPT3;56,15;0,39;0;0,00
ELPL6;5,49;1,02;0;0,00
BRAP3;-181,51;0,71;0,1161;486108,00
GRND3;7,39;1,17;0,1119;17607000,00
ELPL5;5,51;1,03;0;0,00
VLID3;5,04;0,94;0,113;4307200,00
MGEL4;7,34;1,74;0;11953,10
TASA3;13,10;0,55;0,0368;93383,60
BPAR3;0,00;0,78;0;0,00
SHUL4;8,93;1,06;0,075;3047330,00
BSLI3;0,00;1,04;0,4767;56841,40
EQMA3B;5,72;1,20;0,0884;9604,65
EUCA4;4,36;0,57;0,0437;614780,00
MRSA3B;5,75;1,11;0;3088,49
MRSA3B;5,75;1,11;0;3088,49
MYPK3;5,37;0,39;0,0463;14238600,00
CMIG3;7,68;1,38;0,0603;2843840,00
CLSC3;6,94;0,95;0,0818;17651,00
TIET11;8,78;3,13;0;0,00
TIET3;8,78;3,13;0;0,00
TIET4;8,81;3,15;0;0,00
ENGI4;7,61;1,15;0,0631;62882,00
IRBR3;0,00;0,73;0;31075100,00
WLMM4;6,55;0,87;0,0903;48244,00
VULC4;9,06;2,11;0;0,00
ENBR3;6,08;1,13;0;0,00
BMEB4;0,00;2,71;0,0223;985832,00
SYNE3;4,70;0,72;1,2861;7638120,00
BRAP4;-200,94;0,78;0,1159;39065100,00
TECN3;4,92;0,96;0,0382;344247,00
LAVV3;6,61;1,70;0,08;8764690,00
MTRE3;9,00;0,37;0,1562;2321530,00
BALM4;3,13;1,01;0,1219;38356,10
COCE5;6,15;0,48;0,0419;270527,00
LPSB3;2,86;0,77;0,0578;189979,00
WLMM3;6,76;0,92;0,0782;719,77
ISAE3;8,02;1,02;0,0738;68836,80
BSLI4;0,00;1,15;0,477;39438,30
CLSC4;7,21;1,03;0,0833;655721,00
EUCA3;4,68;0,63;0,0361;7486,77
CIQU3;7,50;1,05;0;0,00
CIQU4;7,50;1,05;0;0,00
BEES4;0,00;1,18;0,059;43900,50
NUTR3;8,78;0,87;0;9396,09
BEES3;0,00;1,18;0,0588;141329,00
MELK3;5,74;0,73;0,3098;2763340,00
BRSR5;0,00;0,69;0,0847;78,26
AZZA3;7,99;0,63;0,0224;66102000,00
TRIS3;8,81;0,87;0,0421;3310880,00
EQPA3;5,94;2,62;0,1189;209889,00
RSUL4;4,20;1,60;0,0335;70954,80
ENGI11;7,93;1,27;0,0574;124624000,00
CYRE3;9,92;1,17;0,0359;155550000,00
FIGE4;0,00;0,50;0;0,00
MDNE3;6,59;1,32;0,0473;19320900,00
PINE3;0,00;1,70;0;37024,90
TAEE3;9,18;1,64;0,0818;765899,00
TAEE4;9,21;1,65;0,0814;1378740,00
LEVE3;5,93;5,10;0,0948;7699140,00
TAEE11;9,23;1,65;0,0811;59762500,00
PFRM3;5,26;0,62;0,0858;1628320,00
PINE4;0,00;1,75;0,0718;2792750,00
WHRL3;4,74;2,98;0,1813;24540,70
POMO3;7,24;2,05;0,0821;3816290,00
COCE3;6,35;0,53;0,0381;3489,42
BBSE3;0,00;6,08;0,1333;178098000,00
VULC3;10,45;2,44;0,1248;22330900,00
ESTC11;7,81;0,71;0;0,00
ECOR3;6,74;1,44;0,0396;32527100,00
BALM3;3,67;1,13;0,1094;1305,60
TTEN3;8,34;1,57;0,0135;13549400,00
SANB3;0,00;1,12;0,0649;776438,00
WHRL4;4,85;3,04;0,1906;70232,30
BBDC3;0,00;0,96;0,0806;99070100,00
WIZC3;2,12;2,10;0,0296;3330150,00
ALLD3;8,61;0,54;0,2344;1814550,00
TEND3;6,60;2,41;0,025;43148900,00
EEEL4;7,10;1,36;0;0,00
EZTC3;11,40;0,74;0,0819;19924500,00
SANB11;0,00;1,17;0,0652;76513800,00
EEEL3;7,20;1,39;0;0,00
GETT4;6,86;1,24;0;0,00
GETT3;6,86;1,24;0;0,00
EQPA5;6,50;2,95;0,1054;29,07
DPPI4;73,74;2,28;0;0,00
ROMI3;15,48;0,59;0,0969;978537,00
CCTU4;21,77;0,92;0;0,00
SUZB3;9,87;1,39;0,0425;233734000,00
SBFG3;8,98;1,02;0,0449;23863900,00
COCE6;6,55;0,58;0;0,00
SANB4;0,00;1,22;0,0655;1218180,00
ITSA4;405,01;1,36;0,0887;234330000,00
UGPA3;7,17;1,43;0,0363;143261000,00
BLAU3;6,47;0,99;0,0279;2532470,00
ITSA3;408,18;1,38;0,088;1447320,00
CSUD3;5,83;1,49;0,0641;591680,00
MBRF3;10,53;7,94;0,2213;235775000,00
BRFS3;4,63;1,70;0,1643;194607000,00
SBSP3;6,23;2,20;0,0286;370102000,00
NEOE3;7,26;0,98;0,029;48690500,00
WSON33;5,08;0,98;0;0,00
INTB3;8,00;1,19;0,0434;24585600,00
CMET4;5,34;5,38;0;0,00
RDTR3;-1897,05;1,37;0;0,00
TGMA3;5,96;2,31;0,0779;6818520,00
CEBR3;7,71;1,50;0,162;332224,00
EKTR3;6,45;3,42;0,1159;1639,12
CESP5;28,60;1,20;0;0,00
CEBR5;7,81;1,52;0,1607;206628,00
EQPA7;6,96;3,24;0,0962;95,58
POMO4;8,31;2,41;0,0701;83767300,00
CESP6;28,82;1,21;0;0,00
KEPL3;5,77;1,73;0,1015;8692310,00
PLPL3;4,30;3,31;0,0681;16096300,00
AGIN3;14,68;1,23;0;0,00
CESP3;29,07;1,23;0;0,00
AELP3;-11,94;-200,57;0;0,00
FESA4;9,37;0,69;0,076;3371220,00
BBDC4;0,00;1,12;0,0757;491447000,00
CPFE3;6,30;2,15;0,0696;50019900,00
CPSL3;5,48;3,49;0;0,00
UNIP3;8,68;2,43;0,1321;615275,00
OFSA3;7,41;1,71;0,1416;100931,00
EKTR4;6,59;3,56;0,1225;15424,30
EQPA6;7,16;3,36;0,0928;0,00
KROT4;6,83;0,76;0;0,00
TMGC12;10,94;1,12;0;0,00
ACES4;6,50;2,27;0;0,00
ITUB3;0,00;1,81;0,0779;20188300,00
BPAC5;0,00;1,85;0,0344;48512,70
ACES3;6,54;2,28;0;0,00
HBOR3;10,14;0,30;0,0306;6502020,00
ANIM3;4,87;0,52;0,0174;18627800,00
CZRS4;0,00;0,30;0;0,00
CRFB3;7,24;0,84;0,0112;0,00
AFLU5;7,38;2,14;0;0,00
VIVO3;6,65;2,69;0;0,00
MTSA4;5,64;0,82;0,0601;197134,00
CNFB4;10,05;1,57;0;0,00
CEBR6;8,85;1,65;0,1627;616343,00
HBTS5;-7,71;0,44;0,1843;3464,09
ENGI3;9,11;1,70;0,0429;87522,70
BMIN4;0,00;0,57;0,083;3218,51
AFLU3;7,57;2,19;0;0,00
MOVI3;5,84;0,99;0,0245;30419600,00
FIQE3;7,05;1,29;0,0595;1470960,00
MILS3;6,70;1,82;0,0429;11749900,00
GOAU4;3,09;0,54;0,0329;58373600,00
CPRE3;5,17;2,44;0;0,00
GOAU3;3,09;0,54;0,0329;349520,00
ELPL3;6,83;1,66;0;0,00
MRSL4;16,51;0,91;0;0,00
ALLL11;3,74;0,46;0;0,00
ALUP4;6,76;1,15;0,0294;113821,00
VALE3;5,02;1,29;0,075;1041140000,00
REDE3;7,39;3,07;0,1044;9028,54
ALLL4;3,75;0,46;0;0,00
KROT11;7,34;0,85;0;0,00
GGBR3;6,43;0,58;0,0421;415391,00
PSSA3;0,67;2,10;0,0398;121159000,00
SMTO3;11,48;0,72;0,0603;34459200,00
CTWR3;-8,91;56,77;0;0,00
VIVO4;7,22;2,93;0;0,00
CPLE11;11,01;1,17;0;0,00
ITUB4;0,00;2,03;0,0693;704411000,00
CGAS3;7,78;9,19;0,0772;13365,70
GMAT3;6,40;1,37;0,039;28951700,00
EPAR4;-6,42;1,20;0;0,00
TCSL4;5,61;0,83;0;0,00
ALUP11;6,92;1,21;0,0281;22617600,00
UNIP5;9,90;2,82;0,125;20858,00
PTNT3;13,15;1,01;0,0306;13177,10
CSMG3;8,89;1,62;0,049;91895600,00
UNIP6;10,05;2,87;0,123;14742100,00
ENAT3;31,98;1,28;0;0,00
KLBN4;9,98;2,10;0,0628;11133100,00
KLBN11;9,99;2,10;0,0627;95669000,00
MRSL3;17,74;0,99;0;0,00
RAPT3;7,26;0,66;0,0417;148589,00
RAPT4;7,26;0,66;0,0417;20820600,00
TRFO3;5,12;2,58;0;0,00
KLBN3;10,03;2,12;0,0621;2307770,00
CXSE3;-334,20;3,37;0,0786;63380300,00
CASH3;7,24;0,95;0;11046600,00
VIVA3;10,29;2,53;0,0223;73937400,00
CSED3;5,32;1,35;0,0369;2133910,00
UGPA4;8,53;1,88;0;0,00
BESP3;0,00;2,47;0;0,00
VITT3;10,42;1,16;0,0664;573235,00
WEGE4;7,16;3,02;0;0,00
TCOC4;7,89;1,26;0;0,00
CGAS5;8,13;9,80;0,0797;134209,00
CEAB3;5,45;1,53;0,0223;64587500,00
PATI3;7,58;1,10;0,0762;37998,00
REAG3;8,00;0,48;0;41191,50
ALUP3;7,18;1,29;0,0263;74929,80
BMGB11;0,00;1,31;0;0,00
TRFO4;5,33;2,68;0;0,00
IGTI3;10,42;1,33;0,0194;103511,00
EGIE3;9,87;2,63;0,0521;51396200,00
SMLS3;10,13;4,09;0;0,00
BESP4;0,00;2,57;0;0,00
BRBI11;46,57;2,42;0,1111;5604270,00
MULT3;9,73;2,39;0,0498;96109200,00
MATD3;6,67;0,98;0,0178;1019450,00
GRNL4;-63,22;1,07;0;0,00
ELUM3;10,02;1,50;0;0,00
LUXM3;22,20;2,59;0;0,00
GGBR4;7,22;0,67;0,0363;165467000,00
LEVE4;8,64;8,16;0;0,00
RIPI3;-9,31;-28,94;0;0,00
CZLT33;10,26;1,39;0;0,00
AESL3;8,38;1,87;0;0,00
AESL4;8,38;1,87;0;0,00
LREN3;4,17;1,51;0,0534;229392000,00
RIPI4;-9,40;-29,24;0;0,00
ALLL3;3,96;0,55;0;0,00
EBCO4;8,26;0,80;0;0,00
YDUQ3;9,32;1,13;0,0457;46490200,00
PATI4;8,25;1,20;0,0699;3907,16
TEMP3;9,55;4,92;0;0,00
ENMT3;10,15;2,87;0,085;18415,00
GUAR3;5,90;0,87;0,0122;9857700,00
NAFG3;8,64;2,76;0;0,00
DIRR3;9,37;3,70;0,0696;68783000,00
PORT3;11,41;3,15;0,0414;23870000,00
NAFG4;8,65;2,76;0;0,00
BRIT3;12,58;0,88;0;0,00
CAML3;10,95;0,57;0,0524;5142130,00
SLCE3;7,57;1,36;0,0345;31092700,00
PNVL3;12,48;1,14;0,0314;2943310,00
ENMT4;10,32;2,95;0,0829;8757,12
CURY3;8,10;7,10;0,0481;70901200,00
FIBR3;7,17;2,59;0,0759;0,00
EBCO3;8,68;0,84;0;0,00
MPLU3;7,71;17,37;0;0,00
DMVF3;7,66;0,26;0;336637,00
CPLE3;12,73;1,45;0,0471;54696400,00
BMIN3;0,00;0,78;0,0154;53,47
CPLE5;12,85;1,47;0,0511;2282,33
AMPI3;1,99;2,74;0;0,00
ASAI3;4,19;2,05;0,0127;171488000,00
EQTL3;8,75;1,63;0,0217;278170000,00
ODPV3;9,26;5,62;0,0745;18660100,00
BRML3;8,11;0,57;0;0,00
JSLG3;7,71;0,83;0,0798;3689550,00
IGTI11;11,71;1,56;0,0166;52404200,00
TMGC7;16,52;1,63;0;0,00
CIEL3;95,08;1,60;0;0,00
AVIL3;9,40;4,16;0;0,00
VAMO3;5,79;1,29;0,0884;52582400,00
DXTG4;6,33;1,32;0;0,00
ETER4;19,45;0,74;0;0,00
CPLE6;13,31;1,55;0,0486;135215000,00
EPAR3;-8,56;1,57;0,4243;37325,40
ABEV3;8,68;2,08;0,086;323087000,00
SFSA4;0,00;0,82;0;0,00
GETI3;8,20;3,44;0;0,00
GETI4;8,20;3,44;0;0,00
FLRY3;9,68;1,51;0,0667;48946700,00
BPAC11;0,00;2,82;0,0225;360444000,00
RGEG3;10,04;1,60;0;0,00
SOJA3;10,58;1,01;0,0148;4125300,00
B3SA3;10,21;3,29;0,0228;372764000,00
TKNO4;14,18;1,75;0,0293;87093,50
ARCE3;9,07;2,60;0;0,00
CMIN3;5,61;3,38;0,0489;24626700,00
TMGC11;18,75;1,83;0;0,00
SEER3;4,68;1,01;0,015;6531380,00
TNCP4;11,88;2,49;0;0,00
FESA3;18,67;1,17;0,0405;1866,37
MOTV3;10,57;2,06;0,0326;113461000,00
TNCP3;12,03;2,52;0;0,00
BMOB3;10,58;1,63;0,0787;7513580,00
KSSA3;12,30;1,40;0;0,00
ELUM4;14,90;1,99;0;0,00
TCOC3;12,23;1,80;0;0,00
AGRO3;15,26;0,95;0;3308360,00
ARML3;7,05;0,89;0,067;4718200,00
RDCD3;14,25;14,74;0;0,00
HAGA4;5,64;-0,26;0;7407,05
BOAS3;18,69;1,83;0;0,00
STBP3;9,94;15,55;0,0353;67029200,00
TMGC13;20,23;1,96;0;0,00
BEMA3;14,43;1,22;0;0,00
PGMN3;5,88;0,92;0,0566;8549240,00
MERC4;0,00;0,89;0,0414;3080,53
ILMD3;13,13;2,63;0;0,00
CRTP5;12,48;1,71;0;0,00
MGLU3;5,69;0,56;0,0365;241062000,00
BAUH4;18,44;3,34;0,0142;20821,90
ILMD4;13,62;2,72;0;0,00
DURA4;11,47;2,22;0;0,00
USIM3;6,79;0,25;0;3063950,00
USIM5;6,83;0,26;0;53980700,00
ALOS3;6,67;0,91;0,0537;78928800,00
DURA3;11,64;2,26;0;0,00
LIPR3;-45,91;1,82;0,0395;0,00
BPAN4;0,00;1,65;0,0241;17946700,00
DPPI3;177,18;4,99;0;0,00
MDIA3;10,71;1,21;0,0234;16448400,00
CALI4;100,43;1,97;0;0,00
DESK3;7,50;0,98;0,0031;6953800,00
CEPE3;12,64;4,50;0;0,00
TIMP3;9,72;1,43;0;0,00
BMTO4;-2624,05;2,07;0;0,00
AFLT3;12,52;1,88;0,0599;1069,65
CBAV3;13,54;0,75;0;30429400,00
RENT3;9,05;1,59;0,0504;283622000,00
PEAB4;-48,49;0,75;0,0402;9417,35
BFIT4;0,00;1,96;0;0,00
NATU3;4,06;1,25;0;124772000,00
MYPK4;8,46;1,13;0;0,00
BMTO3;-2710,74;2,14;0;0,00
UCOP4;24,17;1,30;0;0,00
PEAB3;-50,30;0,77;0,0363;4051,33
VIVT3;13,68;1,57;0,052;127289000,00
BFIT3;0,00;2,06;0;0,00
TMCP3;19,68;1,38;0;0,00
MERC3;0,00;1,06;0,0095;0,00
FRAS3;11,78;2,89;0,026;8522790,00
SMLE3;16,32;21,91;0;0,00
ELET3;11,17;1,07;0,064;406146000,00
TMCP4;20,63;1,44;0;0,00
GGPS3;11,47;3,39;0,0173;40142600,00
HYPE3;23,63;1,21;0,051;56284200,00
HBRE3;6,48;0,21;0;2436900,00
GEPA3;12,01;1,83;0,1521;5258,14
AUTM3;8,22;1,90;0;0,00
TFCO4;14,84;5,27;0,0151;10640800,00
AEDU11;16,14;1,13;0;0,00
ELET6;11,62;1,12;0,0669;71834500,00
JPSA3;20,35;1,93;0,0029;7666510,00
GEPA4;12,35;1,88;0,1478;23842,90
EMAE4;13,17;1,08;0;397781,00
LAME4;11,24;1,89;0;0,00
LAME3;11,32;1,91;0;0,00
CRTP3;18,02;2,38;0;0,00
BSCT6;0,00;2,04;0;0,00
DXCO3;17,94;0,64;0,0102;13241800,00
RSIP3;18,48;1,32;0;0,00
RSIP4;18,48;1,32;0;0,00
BPAC3;0,00;4,78;0,0133;92746,10
RDOR3;11,02;3,75;0,0196;177092000,00
MGEL3;8,71;6,95;0;0,00
TVIT3;17,14;5,45;0;0,00
TMGC3;32,14;3,05;0;0,00
PNVL4;19,66;2,27;0;0,00
POWE3;10,63;0,99;0;0,00
TSEP4;12,29;1,30;0;0,00
ELEK3;65,77;2,66;0,0034;0,00
MAGS3;14,19;3,13;0;0,00
VIVT4;18,30;2,15;0;0,00
ODER4;16,54;2,02;0,0061;0,00
CRUZ3;20,75;22,46;0;0,00
HAGA3;2,39;-0,43;0;5454,98
BRST3;13,74;0,80;0,0147;565728,00
WEGE3;18,22;7,43;0,0211;338530000,00
TNLP4;9,07;0,71;0;0,00
HGTX4;28,00;0,92;0;0,00
ALPA3;15,02;1,64;0,0097;84155,70
AMBV4;20,36;8,74;0;0,00
AMBV3;20,41;8,76;0;0,00
USIM6;10,46;0,41;0;0,00
ALPA4;15,58;1,70;0,0103;18987100,00
RPSA4;137,55;1,55;0;0,00
ELET5;14,85;1,53;0;549,42
RADL3;15,55;5,04;0,0184;187960000,00
WDCN3;0,37;0,30;0,0625;620364,00
SEBB11;23,73;6,44;0;0,00
SMFT3;12,03;2,66;0,0252;82876700,00
TOTS3;11,63;5,10;0,016;115260000,00
EMBR3;15,55;3,49;0,0008;389037000,00
JOPA3;10,57;0,35;0,0315;281,56
ELCA4;15,40;9,77;0;0,00
BSCT5;0,00;2,76;0;0,00
GPAR3;-57,60;1,49;0;35,00
MOSI3;42,98;1,56;0;0,00
BRGE6;0,92;0,72;0,0436;0,00
LOGN3;15,06;2,80;0;640274,00
CREM3;12,04;2,45;0;0,00
BRGE7;0,90;0,73;0,0251;0,00
TSEP3;17,91;1,79;0;0,00
BRGE8;0,89;0,73;0,0178;0,00
BRGE5;0,89;0,73;0;0,00
BRGE11;0,89;0,73;0,0214;0,00
ELEK4;84,56;3,62;0,0025;0,00
PRGA4;16,91;7,09;0;0,00
BRGE12;0,86;0,75;0;0,00
BRGE3;0,86;0,75;0;0,00
CASN3;20,86;4,78;0,0046;0,00
CTIP3;21,42;8,76;0;0,00
TNLP3;10,31;0,96;0;0,00
JOPA4;11,16;0,42;0,029;0,00
VIGR3;15,20;2,55;0;0,00
PARD3;18,12;5,30;0,0522;0,00
ELCA3;18,00;11,94;0;0,00
CRIV4;0,00;0,66;0,036;0,00
ALSC3;17,49;2,20;0,0095;0,00
CRIV3;0,00;0,68;0;0,00
ELMD3;15,97;4,53;0,0063;0,00
ESPA3;6,78;0,44;0,0016;453432,00
RHDS3;10,70;3,24;0;0,00
RAIA3;16,73;2,98;0;0,00
LCAM3;50,97;5,61;0;0,00
IMCH3;21,16;0,59;0;0,00
HETA3;91,60;-0,14;0;0,00
TELB4;1,81;0,53;0;57617,70
LAND3;14,08;0,96;0,0099;568737,00
PTQS4;-7466,35;2,19;0;0,00
UOLL4;16,49;2,35;0;0,00
RAIL3;7,75;2,16;0,0519;232804000,00
TIMS3;31,09;2,27;0,0789;136738000,00
CEGR3;26,71;13,95;0,0057;224,40
FLCL6;31,15;10,66;0;0,00
PLTO6;56,35;692616,00;0;0,00
SULA11;6,62;1,13;0,0027;0,00
SULA3;6,59;1,13;0,0027;0,00
PLTO5;58,82;723708,00;0;0,00
FFTL3;20,55;2,26;0;0,00
FFTL4;20,60;2,26;0;0,00
SULA4;6,24;1,17;0,0026;0,00
FLCL3;35,27;12,37;0;0,00
BSEV3;7,59;-10,76;0;0,00
GVTT3;26,65;3,68;0;0,00
CSAB3;0,00;1,11;0;0,00
TELB3;0,82;0,72;0;34372,20
AEDU3;43,27;3,32;0;0,00
FLCL5;37,86;13,45;0;0,00
SUBA3;106,17;8,39;0;0,00
BRIV4;0,00;0,66;0,0261;0,00
DAGB33;19,35;1,60;0;0,00
BRIV3;0,00;0,68;0;0,00
LWSA3;14,19;0,81;0,0314;15810300,00
PRNR3;10,64;2,45;0,0029;7092980,00
CTPC3;-18,75;1,08;0;0,00
RLOG3;12,43;4,26;0;0,00
MLFT4;60,74;10,30;0;0,00
QUAL3;3,05;0,55;0,0022;4675340,00
CSAB4;0,00;1,78;0;0,00
HGTX3;106,77;3,57;0;0,00
PQUN3;40,25;1,88;0;0,00
PQUN4;40,25;1,88;0;0,00
SRNA3;14,28;1,44;0;55532100,00
TMAR6;8,29;0,71;0;0,00
TMAR5;8,35;0,72;0;0,00
ORVR3;23,44;3,78;0;24247700,00
NETC3;12,15;2,12;0;0,00
NETC4;12,57;2,20;0;0,00
FRIO3;17,55;3,76;0;488,35
PRBC4;0,00;36,13;0;0,00
DOTZ3;10,69;-0,42;0;88936,50
TMAR3;10,21;1,04;0;0,00
ROMI4;215,52;14,02;0;0,00
GUAR4;80,23;13,64;0;0,00
BIDI3;0,00;1,06;0;0,00
BIDI4;0,00;1,06;0;0,00
BIDI11;0,00;1,08;0;0,00
ELEV3;51,41;3,22;0;0,00
RHDS4;71,32;29,50;0;0,00
UBBR4;0,00;1,99;0;0,00
VSTE3;16,55;0,51;0,0003;48536,10
UBBR11;0,00;3,91;0;0,00
UBBR3;0,00;4,77;0;0,00
BBTG12;-153,84;26598,60;0;0,00